Run,study_accession
SRR19762948,SRP382883
SRR19762947,SRP382883
SRR19762946,SRP382883
SRR19762945,SRP382883
SRR19762944,SRP382883
SRR22428448,SRP410238
SRR22428449,SRP410238
SRR22428446,SRP410238
SRR22428447,SRP410238
SRR22428445,SRP410238
SRR22428444,SRP410238
SRR22428441,SRP410238
SRR22428442,SRP410238
SRR22428443,SRP410238
SRR22428440,SRP410238
SRR22428438,SRP410238
SRR22428439,SRP410238
SRR22428437,SRP410238
SRR22428435,SRP410238
SRR22428436,SRP410238
SRR22428432,SRP410238
SRR22428433,SRP410238
SRR22428434,SRP410238
SRR22428430,SRP410238
SRR22428431,SRP410238
SRR22428429,SRP410238
SRR18214220,SRP362347
SRR18214219,SRP362347
SRR18214218,SRP362347
SRR18214217,SRP362347
SRR22266735,SRP407581
SRR22266734,SRP407581
SRR22266733,SRP407581
SRR22266732,SRP407581
SRR22266731,SRP407581
SRR22266730,SRP407581
SRR22266729,SRP407581
SRR22266728,SRP407581
SRR22266727,SRP407581
SRR22266726,SRP407581
SRR22266725,SRP407581
SRR22266724,SRP407581
SRR22266723,SRP407581
SRR22266722,SRP407581
SRR22266721,SRP407581
SRR22266720,SRP407581
SRR22266719,SRP407581
SRR22266718,SRP407581
SRR22266717,SRP407581
SRR22266716,SRP407581
SRR22266715,SRP407581
SRR22266714,SRP407581
SRR22266713,SRP407581
SRR22266712,SRP407581
SRR22266711,SRP407581
SRR22266710,SRP407581
SRR22266709,SRP407581
SRR22266708,SRP407581
SRR17547546,SRP354402
SRR17547547,SRP354402
SRR17547548,SRP354402
SRR17547549,SRP354402
SRR17547550,SRP354402
SRR17547551,SRP354402
SRR17547552,SRP354402
SRR17547545,SRP354402
SRR17547537,SRP354402
SRR17547538,SRP354402
SRR17547539,SRP354402
SRR17547540,SRP354402
SRR17547533,SRP354402
SRR17547534,SRP354402
SRR17547535,SRP354402
SRR17547536,SRP354402
SRR17547529,SRP354402
SRR17547530,SRP354402
SRR17547531,SRP354402
SRR17547532,SRP354402
SRR17547525,SRP354402
SRR17547526,SRP354402
SRR17547527,SRP354402
SRR17547528,SRP354402
SRR17547521,SRP354402
SRR17547522,SRP354402
SRR17547523,SRP354402
SRR17547524,SRP354402
SRR17547517,SRP354402
SRR17547518,SRP354402
SRR17547519,SRP354402
SRR17547520,SRP354402
SRR17547513,SRP354402
SRR17547514,SRP354402
SRR17547515,SRP354402
SRR17547516,SRP354402
SRR17547509,SRP354402
SRR17547510,SRP354402
SRR17547511,SRP354402
SRR17547512,SRP354402
SRR17547505,SRP354402
SRR17547506,SRP354402
SRR17547507,SRP354402
SRR17547508,SRP354402
SRR17547501,SRP354402
SRR17547502,SRP354402
SRR17547503,SRP354402
SRR17547504,SRP354402
SRR17547497,SRP354402
SRR17547498,SRP354402
SRR17547499,SRP354402
SRR17547500,SRP354402
SRR17547493,SRP354402
SRR17547494,SRP354402
SRR17547495,SRP354402
SRR17547496,SRP354402
SRR17547489,SRP354402
SRR17547490,SRP354402
SRR17547491,SRP354402
SRR17547492,SRP354402
SRR17547485,SRP354402
SRR17547486,SRP354402
SRR17547487,SRP354402
SRR17547488,SRP354402
SRR17547553,SRP354402
SRR17547554,SRP354402
SRR17547555,SRP354402
SRR17547556,SRP354402
SRR17547541,SRP354402
SRR17547542,SRP354402
SRR17547543,SRP354402
SRR17547544,SRP354402
SRR21152617,SRP393251
SRR21152616,SRP393251
SRR22838795,SRP414185
SRR22270157,SRP407653
SRR22270156,SRP407653
SRR22270153,SRP407653
SRR22270152,SRP407653
SRR22270154,SRP407653
SRR22270151,SRP407653
SRR22270155,SRP407653
SRR22270150,SRP407653
SRR22270149,SRP407653
SRR22270146,SRP407653
SRR22270145,SRP407653
SRR22270147,SRP407653
SRR22270144,SRP407653
SRR22270148,SRP407653
SRR22270143,SRP407653
SRR22270142,SRP407653
SRR22270141,SRP407653
SRR22270140,SRP407653
SRR22270139,SRP407653
SRR22270138,SRP407653
SRR17723118,SRP356500
SRR17723119,SRP356500
SRR17723117,SRP356500
SRR17723115,SRP356500
SRR17723116,SRP356500
SRR17723114,SRP356500
SRR17723112,SRP356500
SRR17723113,SRP356500
SRR17723111,SRP356500
SRR17723109,SRP356500
SRR17723110,SRP356500
SRR17723108,SRP356500
SRR17723106,SRP356500
SRR17723107,SRP356500
SRR17723105,SRP356500
SRR17723103,SRP356500
SRR17723104,SRP356500
SRR17723102,SRP356500
SRR17723099,SRP356500
SRR17723101,SRP356500
SRR17723098,SRP356500
SRR17723100,SRP356500
SRR17723097,SRP356500
SRR17723096,SRP356500
SRR17723095,SRP356500
SRR20283715,SRP386909
SRR20283714,SRP386909
SRR20283713,SRP386909
SRR20283712,SRP386909
SRR20283711,SRP386909
SRR20283710,SRP386909
SRR20283709,SRP386909
SRR20283708,SRP386909
SRR20283707,SRP386909
SRR20283706,SRP386909
SRR20283705,SRP386909
SRR20283704,SRP386909
SRR20283703,SRP386909
SRR20283702,SRP386909
SRR18267572,SRP362969
SRR18267571,SRP362969
SRR18267570,SRP362969
SRR18267569,SRP362969
SRR18267568,SRP362969
SRR18267567,SRP362969
SRR18267566,SRP362969
SRR18267565,SRP362969
SRR18267564,SRP362969
SRR18267563,SRP362969
SRR18267562,SRP362969
SRR18267561,SRP362969
SRR18267560,SRP362969
SRR18267559,SRP362969
SRR18267558,SRP362969
SRR17247914,SRP351109
SRR17247913,SRP351109
SRR17247912,SRP351109
SRR17247911,SRP351109
SRR17247910,SRP351109
SRR17247909,SRP351109
SRR17247908,SRP351109
SRR17247907,SRP351109
SRR17247906,SRP351109
SRR17247905,SRP351109
SRR17247904,SRP351109
SRR17247903,SRP351109
SRR16195459,SRP339965
SRR16195460,SRP339965
SRR16195461,SRP339965
SRR16195462,SRP339965
SRR16195463,SRP339965
SRR16195464,SRP339965
SRR16195465,SRP339965
SRR16195466,SRP339965
SRR16195467,SRP339965
SRR16195468,SRP339965
SRR16195469,SRP339965
SRR16195470,SRP339965
SRR16195471,SRP339965
SRR16195472,SRP339965
SRR16195473,SRP339965
SRR16195474,SRP339965
SRR16195475,SRP339965
SRR16195476,SRP339965
SRR16195478,SRP339965
SRR16195477,SRP339965
SRR16195479,SRP339965
SRR16195480,SRP339965
SRR16195481,SRP339965
SRR16195482,SRP339965
SRR16195483,SRP339965
SRR16195484,SRP339965
SRR16195485,SRP339965
SRR16195486,SRP339965
SRR16195487,SRP339965
SRR16195488,SRP339965
SRR16195489,SRP339965
SRR16195490,SRP339965
SRR16195491,SRP339965
SRR16195492,SRP339965
SRR16195493,SRP339965
SRR16195494,SRP339965
SRR16195495,SRP339965
SRR16195496,SRP339965
SRR16195497,SRP339965
SRR16195498,SRP339965
SRR16195499,SRP339965
SRR16195500,SRP339965
SRR16195501,SRP339965
SRR16195502,SRP339965
SRR16195503,SRP339965
SRR16195504,SRP339965
SRR16195505,SRP339965
SRR16195506,SRP339965
SRR16195507,SRP339965
SRR16195508,SRP339965
SRR16195509,SRP339965
SRR16195510,SRP339965
SRR16195511,SRP339965
SRR16195512,SRP339965
SRR16195513,SRP339965
SRR16195515,SRP339965
SRR16195514,SRP339965
SRR16195517,SRP339965
SRR16195516,SRP339965
SRR16195518,SRP339965
SRR16195447,SRP339965
SRR16195448,SRP339965
SRR16195449,SRP339965
SRR16195450,SRP339965
SRR16195451,SRP339965
SRR16195452,SRP339965
SRR16195453,SRP339965
SRR16195454,SRP339965
SRR16195455,SRP339965
SRR16195456,SRP339965
SRR16195457,SRP339965
SRR16195458,SRP339965
SRR22797023,SRP413556
SRR11858747,SRP264989
SRR11858748,SRP264989
SRR11858749,SRP264989
SRR11858750,SRP264989
SRR11858751,SRP264989
SRR11858752,SRP264989
SRR11858753,SRP264989
SRR11858754,SRP264989
SRR11858755,SRP264989
SRR11858756,SRP264989
SRR19761457,SRP382856
SRR19761456,SRP382856
SRR19761455,SRP382856
SRR19761454,SRP382856
SRR19761453,SRP382856
SRR19761452,SRP382856
SRR19761451,SRP382856
SRR19761450,SRP382856
SRR19761449,SRP382856
SRR19761448,SRP382856
SRR19761447,SRP382856
SRR19761446,SRP382856
SRR22318852,SRP408387
SRR22318851,SRP408387
SRR22318850,SRP408387
SRR19178807,SRP374955
SRR19178806,SRP374955
SRR19178805,SRP374955
SRR19178804,SRP374955
SRR19178800,SRP374955
SRR19178802,SRP374955
SRR19178799,SRP374955
SRR19178798,SRP374955
SRR19178797,SRP374955
SRR19178796,SRP374955
SRR19178801,SRP374955
SRR19178803,SRP374955
SRR19178795,SRP374955
SRR19178794,SRP374955
SRR19178793,SRP374955
SRR19178792,SRP374955
SRR19178791,SRP374955
SRR19178790,SRP374955
SRR19178789,SRP374955
SRR22318724,SRP374955
SRR22318723,SRP374955
SRR22318722,SRP374955
SRR22318721,SRP374955
SRR22318720,SRP374955
SRR22318719,SRP374955
SRR22318718,SRP374955
SRR14202114,SRP314271
SRR14202113,SRP314271
SRR17530174,SRP354262
SRR17530173,SRP354262
SRR17530172,SRP354262
SRR17530175,SRP354262
SRR17530171,SRP354262
SRR17530170,SRP354262
SRR17530169,SRP354262
SRR17530168,SRP354262
SRR17530167,SRP354262
SRR17530165,SRP354262
SRR17530166,SRP354262
SRR17530164,SRP354262
SRR19638124,SRP379896
SRR19638123,SRP379896
SRR19638122,SRP379896
SRR19638121,SRP379896
SRR19638120,SRP379896
SRR19638119,SRP379896
SRR19638118,SRP379896
SRR19638117,SRP379896
SRR19638116,SRP379896
SRR19638115,SRP379896
SRR19638114,SRP379896
SRR19638113,SRP379896
SRR19638112,SRP379896
SRR19638111,SRP379896
SRR19638110,SRP379896
SRR19638162,SRP379921
SRR19638161,SRP379921
SRR19638160,SRP379921
SRR19638159,SRP379921
SRR19638157,SRP379921
SRR19638158,SRP379921
SRR19638156,SRP379921
SRR19638155,SRP379921
SRR22528405,SRP411362
SRR18074853,SRP358067
SRR18074852,SRP358067
SRR18074851,SRP358067
SRR18074850,SRP358067
SRR18074849,SRP358067
SRR18074848,SRP358067
SRR18074847,SRP358067
SRR18074846,SRP358067
SRR18074845,SRP358067
SRR18074844,SRP358067
SRR18074843,SRP358067
SRR18074842,SRP358067
SRR18074841,SRP358067
SRR18074840,SRP358067
SRR18074839,SRP358067
SRR18074838,SRP358067
SRR18074837,SRP358067
SRR18074836,SRP358067
SRR18074835,SRP358067
SRR18074834,SRP358067
SRR18074833,SRP358067
SRR18074832,SRP358067
SRR18074831,SRP358067
SRR18074830,SRP358067
SRR18074829,SRP358067
SRR18074828,SRP358067
SRR18074827,SRP358067
SRR18074826,SRP358067
SRR18074825,SRP358067
SRR18074824,SRP358067
SRR18074804,SRP358067
SRR18074803,SRP358067
SRR18074802,SRP358067
SRR18074801,SRP358067
SRR18074800,SRP358067
SRR18074799,SRP358067
SRR18074798,SRP358067
SRR18074797,SRP358067
SRR18074796,SRP358067
SRR18074795,SRP358067
SRR18074794,SRP358067
SRR18074793,SRP358067
SRR18074792,SRP358067
SRR18074791,SRP358067
SRR18074790,SRP358067
SRR18074789,SRP358067
SRR18074788,SRP358067
SRR18074787,SRP358067
SRR18074786,SRP358067
SRR18074785,SRP358067
SRR18074784,SRP358067
SRR22378036,SRP358067
SRR22378035,SRP358067
SRR22378034,SRP358067
SRR22378033,SRP358067
SRR22378032,SRP358067
SRR22378031,SRP358067
SRR22378030,SRP358067
SRR22378029,SRP358067
SRR22378028,SRP358067
SRR17871248,SRP358067
SRR17871247,SRP358067
SRR17871246,SRP358067
SRR17871245,SRP358067
SRR17871244,SRP358067
SRR17871243,SRP358067
SRR17871242,SRP358067
SRR17871241,SRP358067
SRR17871240,SRP358067
SRR17871239,SRP358067
SRR17871238,SRP358067
SRR17871237,SRP358067
SRR17871236,SRP358067
SRR17871235,SRP358067
SRR17871234,SRP358067
SRR17871233,SRP358067
SRR18074809,SRP358067
SRR18074823,SRP358067
SRR18074822,SRP358067
SRR18074821,SRP358067
SRR18074820,SRP358067
SRR18074819,SRP358067
SRR18074818,SRP358067
SRR18074817,SRP358067
SRR18074816,SRP358067
SRR18074815,SRP358067
SRR18074814,SRP358067
SRR18074813,SRP358067
SRR18074812,SRP358067
SRR18074811,SRP358067
SRR18074810,SRP358067
SRR18074808,SRP358067
SRR18074807,SRP358067
SRR18074806,SRP358067
SRR18074805,SRP358067
SRR18745517,SRP370089
SRR18745516,SRP370089
SRR18745515,SRP370089
SRR18745514,SRP370089
SRR18745512,SRP370089
SRR18745511,SRP370089
SRR18745510,SRP370089
SRR18745513,SRP370089
SRR18745509,SRP370089
SRR18745508,SRP370089
SRR18745507,SRP370089
SRR18745506,SRP370089
SRR18745505,SRP370089
SRR18745504,SRP370089
SRR18745503,SRP370089
SRR18745502,SRP370089
SRR18745501,SRP370089
SRR18745499,SRP370089
SRR18745498,SRP370089
SRR18745497,SRP370089
SRR18745500,SRP370089
SRR18745496,SRP370089
SRR18745495,SRP370089
SRR18745494,SRP370089
SRR14930237,SRP325849
SRR14930238,SRP325849
SRR14930239,SRP325849
SRR14930240,SRP325849
SRR14930241,SRP325849
SRR14930242,SRP325849
SRR14930243,SRP325849
SRR14930244,SRP325849
SRR14930245,SRP325849
SRR14930246,SRP325849
SRR14930247,SRP325849
SRR14930248,SRP325849
SRR19776511,SRP325849
SRR19776512,SRP325849
SRR19776513,SRP325849
SRR19776514,SRP325849
SRR19776515,SRP325849
SRR19776516,SRP325849
SRR19776517,SRP325849
SRR19776518,SRP325849
SRR19776519,SRP325849
SRR22129131,SRP405654
SRR22129130,SRP405654
SRR22129129,SRP405654
SRR22129128,SRP405654
SRR22129127,SRP405654
SRR22129126,SRP405654
SRR22129125,SRP405654
SRR22129124,SRP405654
SRR22129123,SRP405654
SRR22129122,SRP405654
SRR22129121,SRP405654
SRR22129120,SRP405654
SRR22129119,SRP405654
SRR22129118,SRP405654
SRR22129117,SRP405654
SRR22129116,SRP405654
SRR22129115,SRP405654
SRR22129114,SRP405654
SRR22129113,SRP405654
SRR22129112,SRP405654
SRR22129111,SRP405654
SRR22129110,SRP405654
SRR22129109,SRP405654
SRR22129108,SRP405654
SRR22129107,SRP405654
SRR22129106,SRP405654
SRR14915969,SRP325635
SRR14915970,SRP325635
SRR14915971,SRP325635
SRR14915972,SRP325635
SRR14915973,SRP325635
SRR14915974,SRP325635
SRR14915975,SRP325635
SRR14915976,SRP325635
SRR14915977,SRP325635
SRR14915978,SRP325635
SRR14915979,SRP325635
SRR14915980,SRP325635
SRR14915981,SRP325635
SRR14915982,SRP325635
SRR14915983,SRP325635
SRR14915984,SRP325635
SRR14915985,SRP325635
SRR14915986,SRP325635
SRR14915987,SRP325635
SRR14915988,SRP325635
SRR14915989,SRP325635
SRR14915990,SRP325635
SRR14915991,SRP325635
SRR14915992,SRP325635
SRR18305967,SRP363665
SRR18305966,SRP363665
SRR18305965,SRP363665
SRR18305964,SRP363665
SRR18305963,SRP363665
SRR18305962,SRP363665
SRR18305961,SRP363665
SRR18305960,SRP363665
SRR18305959,SRP363665
SRR18305958,SRP363665
SRR18305957,SRP363665
SRR14993661,SRP326122
SRR14993662,SRP326122
SRR14993663,SRP326122
SRR14993664,SRP326122
SRR14993665,SRP326122
SRR14993666,SRP326122
SRR14993667,SRP326122
SRR14993668,SRP326122
SRR14993669,SRP326122
SRR14993670,SRP326122
SRR14993671,SRP326122
SRR14993672,SRP326122
SRR14993673,SRP326122
SRR14993674,SRP326122
SRR14993675,SRP326122
SRR14993676,SRP326122
SRR14993677,SRP326122
SRR14993678,SRP326122
SRR14993679,SRP326122
SRR14993680,SRP326122
SRR14993681,SRP326122
SRR14993682,SRP326122
SRR14993683,SRP326122
SRR14993684,SRP326122
SRR14993685,SRP326122
SRR14993686,SRP326122
SRR14993687,SRP326122
SRR14993688,SRP326122
SRR14993689,SRP326122
SRR14993690,SRP326122
SRR14993691,SRP326122
SRR14993692,SRP326122
SRR20084771,SRP326122
SRR20084772,SRP326122
SRR20084773,SRP326122
SRR20084774,SRP326122
SRR20084775,SRP326122
SRR20084776,SRP326122
SRR20084777,SRP326122
SRR20084778,SRP326122
SRR20084779,SRP326122
SRR20084780,SRP326122
SRR20084781,SRP326122
SRR20084785,SRP326122
SRR20084786,SRP326122
SRR20084787,SRP326122
SRR20084782,SRP326122
SRR20084783,SRP326122
SRR20084784,SRP326122
SRR20084788,SRP326122
SRR20084789,SRP326122
SRR20084790,SRP326122
SRR22265556,SRP407530
SRR22265555,SRP407530
SRR22265554,SRP407530
SRR22265553,SRP407530
SRR22265552,SRP407530
SRR22265551,SRP407530
SRR22265550,SRP407530
SRR22265549,SRP407530
SRR22265548,SRP407530
SRR21782745,SRP400712
SRR21782744,SRP400712
SRR21782743,SRP400712
SRR21782742,SRP400712
SRR21782741,SRP400712
SRR21782740,SRP400712
SRR19176078,SRP374910
SRR19176079,SRP374910
SRR19176076,SRP374910
SRR19176077,SRP374910
SRR19176074,SRP374910
SRR19176075,SRP374910
SRR22306367,SRP408138
SRR22306368,SRP408138
SRR22306369,SRP408138
SRR22306364,SRP408138
SRR22306365,SRP408138
SRR22306366,SRP408138
SRR22306360,SRP408138
SRR22306361,SRP408138
SRR22306362,SRP408138
SRR22306363,SRP408138
SRR22306356,SRP408138
SRR22306357,SRP408138
SRR22306358,SRP408138
SRR22306359,SRP408138
SRR22306352,SRP408138
SRR22306353,SRP408138
SRR22306354,SRP408138
SRR22306355,SRP408138
SRR6908358,SRP136623
SRR6908361,SRP136623
SRR6908359,SRP136623
SRR6908363,SRP136623
SRR6908360,SRP136623
SRR6908365,SRP136623
SRR6908367,SRP136623
SRR6908369,SRP136623
SRR6908370,SRP136623
SRR16905287,SRP345451
SRR16905286,SRP345451
SRR16905285,SRP345451
SRR16905284,SRP345451
SRR16905283,SRP345451
SRR16905282,SRP345451
SRR16905281,SRP345451
SRR16905280,SRP345451
SRR16905279,SRP345451
SRR16905278,SRP345451
SRR16905277,SRP345451
SRR16905276,SRP345451
SRR16905275,SRP345451
SRR16905274,SRP345451
SRR16905273,SRP345451
SRR16905272,SRP345451
SRR16905271,SRP345451
SRR16905270,SRP345451
SRR16905269,SRP345451
SRR16905268,SRP345451
SRR16905267,SRP345451
SRR16905266,SRP345451
SRR16905265,SRP345451
SRR16905264,SRP345451
SRR16905263,SRP345451
SRR16905262,SRP345451
SRR16905261,SRP345451
SRR16905260,SRP345451
SRR16905259,SRP345451
SRR16905258,SRP345451
SRR22193432,SRP406332
SRR22193433,SRP406332
SRR22193434,SRP406332
SRR22193435,SRP406332
SRR22193428,SRP406332
SRR22193429,SRP406332
SRR22193430,SRP406332
SRR22193431,SRP406332
SRR22193424,SRP406332
SRR22193425,SRP406332
SRR22193426,SRP406332
SRR22193427,SRP406332
SRR22193420,SRP406332
SRR22193421,SRP406332
SRR22193422,SRP406332
SRR22193423,SRP406332
SRR22193416,SRP406332
SRR22193417,SRP406332
SRR22193418,SRP406332
SRR22193419,SRP406332
SRR22193412,SRP406332
SRR22193413,SRP406332
SRR22193414,SRP406332
SRR22193415,SRP406332
SRR22193408,SRP406332
SRR22193409,SRP406332
SRR22193410,SRP406332
SRR22193411,SRP406332
SRR22193404,SRP406332
SRR22193405,SRP406332
SRR22193406,SRP406332
SRR22193407,SRP406332
SRR22193400,SRP406332
SRR22193401,SRP406332
SRR22193402,SRP406332
SRR22193403,SRP406332
SRR22193396,SRP406332
SRR22193397,SRP406332
SRR22193398,SRP406332
SRR22193399,SRP406332
SRR22193392,SRP406332
SRR22193393,SRP406332
SRR22193394,SRP406332
SRR22193395,SRP406332
SRR22193388,SRP406332
SRR22193389,SRP406332
SRR22193390,SRP406332
SRR22193391,SRP406332
SRR22193384,SRP406332
SRR22193385,SRP406332
SRR22193386,SRP406332
SRR22193387,SRP406332
SRR22193380,SRP406332
SRR22193381,SRP406332
SRR22193382,SRP406332
SRR22193383,SRP406332
SRR22193376,SRP406332
SRR22193377,SRP406332
SRR22193378,SRP406332
SRR22193379,SRP406332
SRR22193372,SRP406332
SRR22193373,SRP406332
SRR22193374,SRP406332
SRR22193375,SRP406332
SRR22193368,SRP406332
SRR22193369,SRP406332
SRR22193370,SRP406332
SRR22193371,SRP406332
SRR22193364,SRP406332
SRR22193365,SRP406332
SRR22193366,SRP406332
SRR22193367,SRP406332
SRR22193360,SRP406332
SRR22193361,SRP406332
SRR22193362,SRP406332
SRR22193363,SRP406332
SRR22193356,SRP406332
SRR22193357,SRP406332
SRR22193358,SRP406332
SRR22193359,SRP406332
SRR22193352,SRP406332
SRR22193353,SRP406332
SRR22193354,SRP406332
SRR22193355,SRP406332
SRR22193348,SRP406332
SRR22193349,SRP406332
SRR22193350,SRP406332
SRR22193351,SRP406332
SRR22193344,SRP406332
SRR22193345,SRP406332
SRR22193346,SRP406332
SRR22193347,SRP406332
SRR22193340,SRP406332
SRR22193341,SRP406332
SRR22193342,SRP406332
SRR22193343,SRP406332
SRR19846953,SRP383494
SRR19846952,SRP383494
SRR19846951,SRP383494
SRR19846950,SRP383494
SRR18927017,SRP372361
SRR18927016,SRP372361
SRR18927015,SRP372361
SRR18927014,SRP372361
SRR18927013,SRP372361
SRR18927012,SRP372361
SRR18927011,SRP372361
SRR18927010,SRP372361
SRR18927009,SRP372361
SRR18927008,SRP372361
SRR18927007,SRP372361
SRR18927006,SRP372361
SRR18927005,SRP372361
SRR18927004,SRP372361
SRR18927003,SRP372361
SRR18927002,SRP372361
SRR18927001,SRP372361
SRR18927000,SRP372361
SRR20002729,SRP385148
SRR20002727,SRP385148
SRR20002728,SRP385148
SRR20002726,SRP385148
SRR20002725,SRP385148
SRR20002723,SRP385148
SRR20002724,SRP385148
SRR20002722,SRP385148
SRR20002721,SRP385148
SRR20002720,SRP385148
SRR20002719,SRP385148
SRR20002718,SRP385148
SRR20002717,SRP385148
SRR20002715,SRP385148
SRR20002716,SRP385148
SRR20002714,SRP385148
SRR20002713,SRP385148
SRR20002712,SRP385148
SRR20002710,SRP385148
SRR20002711,SRP385148
SRR20002709,SRP385148
SRR20002708,SRP385148
SRR20002707,SRP385148
SRR20002706,SRP385148
SRR20002705,SRP385148
SRR20002704,SRP385148
SRR20002703,SRP385148
SRR15100863,SRP327914
SRR15100864,SRP327914
SRR21966442,SRP403311
SRR21966443,SRP403311
SRR21966440,SRP403311
SRR21966441,SRP403311
SRR21966438,SRP403311
SRR21966439,SRP403311
SRR21966436,SRP403311
SRR21966437,SRP403311
SRR21966434,SRP403311
SRR21966435,SRP403311
SRR21966432,SRP403311
SRR21966433,SRP403311
SRR21966430,SRP403311
SRR21966431,SRP403311
SRR21966428,SRP403311
SRR21966429,SRP403311
SRR21966426,SRP403311
SRR21966427,SRP403311
SRR21966424,SRP403311
SRR21966425,SRP403311
SRR21966422,SRP403311
SRR21966423,SRP403311
SRR16518319,SRP342508
SRR16518318,SRP342508
SRR16518317,SRP342508
SRR16518316,SRP342508
SRR16518315,SRP342508
SRR16518314,SRP342508
SRR19117219,SRP342508
SRR19117218,SRP342508
SRR19117216,SRP342508
SRR19117215,SRP342508
SRR19117217,SRP342508
SRR19117214,SRP342508
SRR15931548,SRP337628
SRR15931549,SRP337628
SRR15931293,SRP337626
SRR15931294,SRP337626
SRR15931295,SRP337626
SRR15931296,SRP337626
SRR15931297,SRP337626
SRR15931298,SRP337626
SRR15931299,SRP337626
SRR15931300,SRP337626
SRR15783453,SRP336073
SRR15783454,SRP336073
SRR15783455,SRP336073
SRR15783456,SRP336073
SRR15783457,SRP336073
SRR15783458,SRP336073
SRR15783459,SRP336073
SRR15783460,SRP336073
SRR13729821,SRP306811
SRR13729823,SRP306811
SRR13729822,SRP306811
SRR13729824,SRP306811
SRR13729825,SRP306811
SRR13729826,SRP306811
SRR13729827,SRP306811
SRR13729828,SRP306811
SRR13729829,SRP306811
SRR13729830,SRP306811
SRR13729831,SRP306811
SRR13729832,SRP306811
SRR13729833,SRP306811
SRR13729834,SRP306811
SRR13729835,SRP306811
SRR13729836,SRP306811
SRR13729837,SRP306811
SRR20218332,SRP386562
SRR20218331,SRP386562
SRR20218330,SRP386562
SRR20218329,SRP386562
SRR20218328,SRP386562
SRR20218327,SRP386562
SRR17982192,SRP359372
SRR17982191,SRP359372
SRR17982190,SRP359372
SRR17982189,SRP359372
SRR17982188,SRP359372
SRR17982194,SRP359373
SRR17982193,SRP359373
SRR13789070,SRP308331
SRR13789071,SRP308331
SRR13789072,SRP308331
SRR13789073,SRP308331
SRR13789074,SRP308331
SRR13789075,SRP308331
SRR13789076,SRP308331
SRR13789077,SRP308331
SRR13789078,SRP308331
SRR13789079,SRP308331
SRR13789080,SRP308331
SRR13789081,SRP308331
SRR19548859,SRP378691
SRR19548858,SRP378691
SRR19548857,SRP378691
SRR19548848,SRP378691
SRR19548847,SRP378691
SRR19548856,SRP378691
SRR19548855,SRP378691
SRR19548854,SRP378691
SRR19548853,SRP378691
SRR19548852,SRP378691
SRR19548851,SRP378691
SRR19548850,SRP378691
SRR19548849,SRP378691
SRR19548846,SRP378691
SRR19548836,SRP378691
SRR19548835,SRP378691
SRR19548845,SRP378691
SRR19548844,SRP378691
SRR19548843,SRP378691
SRR19548842,SRP378691
SRR19548841,SRP378691
SRR19548840,SRP378691
SRR19548839,SRP378691
SRR19548838,SRP378691
SRR19548837,SRP378691
SRR19548825,SRP378691
SRR19548824,SRP378691
SRR19548834,SRP378691
SRR19548833,SRP378691
SRR19548832,SRP378691
SRR19548831,SRP378691
SRR19548830,SRP378691
SRR19548829,SRP378691
SRR19548828,SRP378691
SRR19548827,SRP378691
SRR19548826,SRP378691
SRR19548813,SRP378691
SRR19548823,SRP378691
SRR19548822,SRP378691
SRR19548821,SRP378691
SRR19548820,SRP378691
SRR19548819,SRP378691
SRR19548818,SRP378691
SRR19548817,SRP378691
SRR19548816,SRP378691
SRR19548815,SRP378691
SRR19548814,SRP378691
SRR19548803,SRP378691
SRR19548802,SRP378691
SRR19548812,SRP378691
SRR19548811,SRP378691
SRR19548810,SRP378691
SRR19548809,SRP378691
SRR19548808,SRP378691
SRR19548807,SRP378691
SRR19548806,SRP378691
SRR19548805,SRP378691
SRR19548804,SRP378691
SRR19548801,SRP378691
SRR19548800,SRP378691
SRR19548887,SRP378691
SRR19548888,SRP378691
SRR19548886,SRP378691
SRR19548884,SRP378691
SRR19548885,SRP378691
SRR19548883,SRP378691
SRR19548881,SRP378691
SRR19548882,SRP378691
SRR19548880,SRP378691
SRR19548879,SRP378691
SRR19548878,SRP378691
SRR19548877,SRP378691
SRR19548876,SRP378691
SRR19548875,SRP378691
SRR19548874,SRP378691
SRR19548873,SRP378691
SRR19548872,SRP378691
SRR19548871,SRP378691
SRR19548870,SRP378691
SRR19548869,SRP378691
SRR19548868,SRP378691
SRR19548867,SRP378691
SRR19548866,SRP378691
SRR19548865,SRP378691
SRR19548864,SRP378691
SRR19548863,SRP378691
SRR19548862,SRP378691
SRR19548861,SRP378691
SRR19548860,SRP378691
SRR14559685,SRP319994
SRR14559686,SRP319994
SRR14559687,SRP319994
SRR14559688,SRP319994
SRR14559689,SRP319994
SRR14559690,SRP319994
SRR14559683,SRP319994
SRR14559684,SRP319994
SRR17745600,SRP356703
SRR17745599,SRP356703
SRR17745598,SRP356703
SRR17745597,SRP356703
SRR17745596,SRP356703
SRR17745595,SRP356703
SRR17745594,SRP356703
SRR17745593,SRP356703
SRR17745592,SRP356703
SRR17745591,SRP356703
SRR17745590,SRP356703
SRR17745589,SRP356703
SRR17745588,SRP356703
SRR17745587,SRP356703
SRR17745586,SRP356703
SRR17745585,SRP356703
SRR17745584,SRP356703
SRR17745583,SRP356703
SRR17745582,SRP356703
SRR17745581,SRP356703
SRR17745580,SRP356703
SRR17745579,SRP356703
SRR17745578,SRP356703
SRR17745577,SRP356703
SRR17745576,SRP356703
SRR17745575,SRP356703
